jobtitle,similar_titles
arquitecto de aprendizaje electrónico/arquitecta de aprendizaje electrónico,"arquitecto de aprendizaje electrónico/arquitecta de aprendizaje electrónico
ingeniera de aprendizaje electrónico
arquitecto de e-learning
desarrolladora de aprendizaje electrónico
arquitecta de aprendizaje electrónico
arquitecta de e-learning
arquitecta de e-aprendizaje
arquitecto de e-aprendizaje
diseñadora de la estructura de contenido e-learning
diseñador de la estructura de contenido e-learning
ingeniero de aprendizaje electrónico
desarrollador de aprendizaje electrónico
arquitecto de aprendizaje electrónico"
artista intérprete,"artista intérprete
mimo
transformista
reinona
imitadora
imitador
drag queen"
supervisor de producción de calzado/supervisora de producción de calzado,"supervisor de producción de calzado/supervisora de producción de calzado
supervisor de sala de lijadores de calzado
supervisora de sala de cortadores de calzado
supervisora de sala de encoladores de calzado
supervisor de sala de cosedores de calzado
supervisor de producción de calzado
supervisora de sala de lijadores de calzado
supervisor de sala de encoladores de calzado
supervisora de producción de calzado
supervisora de sala de cosedores de calzado
supervisor de sala de cortadores de calzado"
operador de máquina enderezadora/operadora de máquina enderezadora,"operador de máquina enderezadora/operadora de máquina enderezadora
técnico de enderezadora
técnica de enderezadora
operadora de prensa enderezadora
operadora de máquina  enderezadora
operador de máquina enderezadora
operador de prensa enderezadora"
analista de sistemas de TIC,"analista de sistemas de TIC
analista de sistemas de TI
analizador de sistemas de TIC
analistas de sistemas de TIC
analista de sistemas de TICs
analizadora de sistemas de TIC
analista de sistemas"
cultivador de lúpulo/cultivadora de lúpulo,"cultivador de lúpulo/cultivadora de lúpulo
cultivador de lúpulo
cultivadora de lúpulo"
gestor de adquisición de talento/gestora de adquisición de talento,"gestor de adquisición de talento/gestora de adquisición de talento
gestor de adquisición de talento
gestora de adquisición de talento"
"director de importación y exportación de muebles, alfombras y equipos de iluminación/directora de importación y exportación de muebles, alfombras y equipos de iluminación","director de importación y exportación de muebles, alfombras y equipos de iluminación/directora de importación y exportación de muebles, alfombras y equipos de iluminación
director de importación y exportación de muebles, alfombras y equipos de iluminación
responsable de importación y exportación de muebles, alfombras y equipos de iluminación
directora de importación y exportación de muebles, alfombras y equipos de iluminación"
osteópata,"osteópata
fisioterapeuta
osteopráctica
masajista terapéutica
osteopráctico
masajista terapéutico"
experto en medio ambiente/experta en medio ambiente,"experto en medio ambiente/experta en medio ambiente
experto en medio ambiente
experta en medio ambiente"
responsable de contenidos web,"responsable de contenidos web
administradora de contenido de páginas web
administradora de contenido de webs
redactora de contenidos web
administrador de contenidos web
administradora de contenidos web
redactor de contenidos web
especialista en contenidos web
administrador de contenido de páginas web
especialista en contenidos digitales
administrador de contenido de webs"
director de ventas/directora de ventas,"director de ventas/directora de ventas
jefa de ventas
directora de ventas
jefe de ventas
director de ventas"
ingeniero especializado en combustibles alternativos/ingeniera especializada en combustibles alternativos,"ingeniero especializado en combustibles alternativos/ingeniera especializada en combustibles alternativos
ingeniera de celdas de combustible
ingeniero de celdas de combustible
ingeniera de hidrogeno
ingeniero de hidrogeno"
trabajador social para el ámbito de la salud mental/trabajadora social para el ámbito de la salud mental,"trabajador social para el ámbito de la salud mental/trabajadora social para el ámbito de la salud mental
trabajadora social para el ámbito de la salud mental
trabajador social para el ámbito de la salud mental"
pintor de vehículos/pintora de vehículos,"pintor de vehículos/pintora de vehículos
pintora a pistola
pintora de aeronaves
pintor de medios de transporte
pintora de vehículos
técnica en pintura de vehículos
técnico en pintura de vehículos
pintor naval
pintora de automóviles
pintora de medios de transporte
pintor de vagones de ferrocarril
pintor de vehículos
pintor de automóviles
pintora naval
pintor a pistola
pintora de vagones de ferrocarril
pintor de aeronaves"
jefe de producto de las TIC/jefa de producto de las TIC,"jefe de producto de las TIC/jefa de producto de las TIC
jefe de producto de las TI
encargada de la gestión de productos de las TIC
product manager de las TIC
jefa de producto de las TIC
jefa de producto de las TICs
jefa de producto de las TI
jefe de producto de las TICs
jefe de producto de las TIC
encargado de la gestión de productos de las TIC"
responsable de sección de un comercio,"responsable de sección de un comercio
jefe de sección de tienda
responsable de sección de un comercio
jefa de sección de tienda"
director de programas y políticas de atención a la juventud/directora de programas y políticas de atención a la juventud,"director de programas y políticas de atención a la juventud/directora de programas y políticas de atención a la juventud
director de programas y politicas de atención a la juventud
coordinador de programas y politicas de atención a la juventud
coordinadora de programas y politicas de atención a la juventud
directora de programas y politicas de atención a la juventud
técnico en integración social
responsable de programas para jóvenes
directora de programas para jóvenes
técnica en integración social
director de programas para jóvenes
agente de desarrollo social"
microbiólogo/microbióloga,"microbiólogo/microbióloga
microbióloga
microbiólogo"
montador de equipos fotográficos/montadora de equipos fotográficos,"montador de equipos fotográficos/montadora de equipos fotográficos
montadora de cámaras fotográficas
montador de aparatos fotográficos
ensamblador de equipos fotográficos
ensambladora de equipos fotográficos
montadora de equipos fotográficos
montador de equipos fotográficos
montador de cámaras fotográficas
montadora de aparatos fotográficos"
desarrollador de sistemas de TIC/desarrolladora de sistemas de TIC,"desarrollador de sistemas de TIC/desarrolladora de sistemas de TIC
desarrollador de sistemas de TIC
programador de sistemas
programadora de sistemas
desarrolladora de sistemas informáticos
desarrollador de sistemas
desarrollador de sistemas informáticos
desarrolladora de sistemas de TICs
desarrollador de sistemas de TICs
desarrolladora de sistemas
desarrolladora de sistemas de TIC"
director de producción alimentaria/directora de producción alimentaria,"director de producción alimentaria/directora de producción alimentaria
encargado de la producción de alimentos
encargado de la producción alimentaria
director de producción en la industria alimentaria
encargada de la producción de alimentos
directora de producción en la industria alimentaria
responsable de producción alimentaria
encargada de la producción alimentaria"
empleado de tramitación judicial/empleada de tramitación judicial,"empleado de tramitación judicial/empleada de tramitación judicial
empleado de tramitación judicial
letrada de la Administración de Justicia
funcionaria de la Administración de Justicia
funcionario de la Administración de Justicia
letrado de la Administración de Justicia
empleada de tramitación judicial"
